edge_id,length (m)
815,2.8919836075991983
826,2.9664451334791124
1334,1.6543507685043781
3517,1.3584547854505555
3642,1.9879137535814349
3743,1.0147733446284506
4100,2.9903612354162323
4339,0.8803985250268078
5629,0.0
5641,0.9205579142248053
